date,debate,speaker,speaker_id,context,speech_url
1964-09-03,ANSWERS TO QUESTIONS: Naturalisations. (Question No. 417.),Mr Daly,6V4,How many eligible aliens have not applied for naturalisation at this date?,https://historichansard.net/hofreps/1964/19640903_reps_25_hor43/#subdebate-35-6
1964-09-03,ANSWERS TO QUESTIONS: Naturalisations. (Question No. 417.),Mr Opperma,KMB,"It is estimated that as at the 30th June, 1964, 250,090 persons were eligible to apply for naturalisation but had not lodged applications.",https://historichansard.net/hofreps/1964/19640903_reps_25_hor43/#subdebate-35-6
1964-09-15,QUESTION: NATURALISATION,Mr GRIFFITHS,KFG,,https://historichansard.net/hofreps/1964/19640915_reps_25_hor43/#subdebate-3-0
1964-09-15,QUESTION: NATURALISATION,Mr OPPERMAN,KMB,I shall take up with the Department of Immigration the question of asking migrants who contemplate becoming naturalised to look into any private arrangement that they may have with their country of origin with the object of ensuring that they suffer no disability as a result of naturalisation.,https://historichansard.net/hofreps/1964/19640915_reps_25_hor43/#subdebate-3-0
1964-09-22,QUESTION: NATURALISATION,Mr PETERS,KXZ,,https://historichansard.net/hofreps/1964/19640922_reps_25_hor43/#subdebate-16-0
1964-09-22,QUESTION: NATURALISATION,Mr OPPERMAN,KMB,"I intended to use the word "" registration "" not "" naturalisation "".",https://historichansard.net/hofreps/1964/19640922_reps_25_hor43/#subdebate-16-0
1964-10-30,REPRESENTATION BILL 1964: Second Reading,Mr CALWELL,BV8,,https://historichansard.net/hofreps/1964/19641030_reps_25_hor44/#subdebate-25-0
1964-10-30,REPRESENTATION BILL 1964: Second Reading,Mr COPE,K5L,"In reply to a question that I placed on the notice paper recently I received information that at the present time in Australia 250,000 new settlers who are entitled to be naturalised have not yet applied for naturalisation.",https://historichansard.net/hofreps/1964/19641030_reps_25_hor44/#subdebate-25-0
1964-10-30,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisations. (Question No. 718.),Mr L R Johnson,K9M,On whose evidence is a decision taken to disapprove an application for naturalisation?,https://historichansard.net/hofreps/1964/19641030_reps_25_hor44/#subdebate-35-8
1964-10-30,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisations. (Question No. 718.),Mr Opperman,KMB,Refusal of applications for naturalisation may be due to -,https://historichansard.net/hofreps/1964/19641030_reps_25_hor44/#subdebate-35-8
1964-11-11,QUESTION: NATIONAL SERVICE TRAINING,Mr DEVINE,KCI,,https://historichansard.net/hofreps/1964/19641111_reps_25_hor44/#subdebate-12-0
1964-11-11,QUESTION: NATURALISATION,Mr STOKES,KVG,"Will the Minister for Labour and National Service collaborate with his colleague, the Minister for Immigration, to see whether consideration can be given to granting naturalisation to any alien who volunteers for national service training or for general service with the Australian Regular Army, irrespective of the present residential qualifying period of five years?",https://historichansard.net/hofreps/1964/19641111_reps_25_hor44/#subdebate-20-0
1964-11-12,QUESTION: UNNATURALISED IMMIGRANTS,Mr DALY,6V4,Is it also a fact that one of the attractions to be offered to prospective migrants in the future will be an invitation to settle in Australia without the need to apply for naturalisation and with the opportunity to enjoy our security and freedom without any obligation to serve overseas in the armed forces - such service being confined to conscripted Australian boys who will bc expected to fight and die for the freedom to be enjoyed by our unnaturalised persons?,https://historichansard.net/hofreps/1964/19641112_reps_25_hor44/#subdebate-16-0
1964-11-12,QUESTION: UNNATURALISED IMMIGRANTS,Mr OPPERMAN,KMB,Six months before the newcomers are eligible for naturalisation the Department sends them an advice.,https://historichansard.net/hofreps/1964/19641112_reps_25_hor44/#subdebate-16-0
1964-11-12,QUESTION: DEFENCE REVIEW,Mr CALWELL,BV8,,https://historichansard.net/hofreps/1964/19641112_reps_25_hor44/#subdebate-39-0
1964-11-17,QUESTION: NATIONAL SERVICE TRAINING,Mr McMAHON,009MA,,https://historichansard.net/hofreps/1964/19641117_reps_25_hor44/#subdebate-4-0
1964-11-17,ANSWERS TO QUESTIONS UPON NOTICE: Commonwealth Railways. (Question No. 808.),Mr Opperman,KMB,"Other inhabitants of these overseas territories and of the trust territories of New Guinea and Nauru may be Australian citizens by registration or naturalisation or, in the case of Cocos (Keeling) Islands and Christmas Island, by acquisition.",https://historichansard.net/hofreps/1964/19641117_reps_25_hor44/#subdebate-37-26
1965-03-25,QUESTION: NATURALISATION,Mr DALY,6V4,"By way of explanation I refer to the recent Australian Citizenship Convention which had as its theme, "" Every settler a citizen "", and which made certain suggestions regarding the naturalisation of immigrants.",https://historichansard.net/hofreps/1965/19650325_reps_25_hor45/#subdebate-24-0
1965-04-01,QUESTION: CONSTITUTIONAL REVIEW,Mr CALWELL,BV8,,https://historichansard.net/hofreps/1965/19650401_reps_25_hor45/#subdebate-25-0
1965-04-01,QUESTION: CONSTITUTIONAL REVIEW,Mr TURNER,KWR,,https://historichansard.net/hofreps/1965/19650401_reps_25_hor45/#subdebate-25-0
1965-04-01,QUESTION: CONSTITUTIONAL REVIEW,Mr BEAZLEY,JF7,,https://historichansard.net/hofreps/1965/19650401_reps_25_hor45/#subdebate-25-0
1965-04-06,HOMES SAVINGS GRANT BILL 1965,Mr DEPUTY SPEAKER,10000,,https://historichansard.net/hofreps/1965/19650406_reps_25_hor45/#debate-31
1965-04-07,ANSWERS TO QUESTIONS UPON NOTICE: Immigration. (Question No. 891.),Mr Whitlam,6U4,,https://historichansard.net/hofreps/1965/19650407_reps_25_hor45/#subdebate-25-1
1965-04-07,ANSWERS TO QUESTIONS UPON NOTICE: Immigration. (Question No. 891.),Mr Opperman,KMB,,https://historichansard.net/hofreps/1965/19650407_reps_25_hor45/#subdebate-25-1
1965-04-28,HOUSING LOANS INSURANCE BILL 1965,Mr BRYANT,JSU,We see this with the naturalisation of people as members of the Australian community.,https://historichansard.net/hofreps/1965/19650428_reps_25_hor45/#debate-33
1965-04-29,ALIENS BILL 1965: Second Reading,Mr DALY,6V4,"Having in mind the advantages enjoyed by aliens, especially exemption from compulsory military service, I suggest that officers of the Department of Immigration would have to be wizards or super salesmen to sell naturalisation to a number of our new settlers.",https://historichansard.net/hofreps/1965/19650429_reps_25_hor45/#subdebate-28-0
1965-04-29,ALIENS BILL 1965: Second Reading,Mr WILSON,KBH,"I do not believe that we should get into a panic or be unduly worried because 250,000 people are eligible for naturalisation and are not naturalised.",https://historichansard.net/hofreps/1965/19650429_reps_25_hor45/#subdebate-28-0
1965-04-29,ALIENS BILL 1965: Second Reading,Mr FULTON,JZP,They are active in church work and in sporting and youth movements - much more so than some migrants who are qualified for naturalisation after five years residence.,https://historichansard.net/hofreps/1965/19650429_reps_25_hor45/#subdebate-28-0
1965-04-29,ALIENS BILL 1965: Second Reading,Mr CLEAVER,JYO,"Because naturalisation is virtually effective after five years residence, I would like the Government to say: "" We are prepared now, subject to naturalisation, to provide social service benefits after five years residence in this country "".",https://historichansard.net/hofreps/1965/19650429_reps_25_hor45/#subdebate-28-0
1965-04-29,ALIENS BILL 1965: Second Reading,Mr COLLARD,JZX,"One wonders what their attitude would be if it were decided that once immigrants had been in Australia for the period of eligibility for naturalisation, these benefits should be taken away from them if they did not become naturalised.",https://historichansard.net/hofreps/1965/19650429_reps_25_hor45/#subdebate-28-0
1965-04-29,ALIENS BILL 1965: Second Reading,Mr BURY,JTP,"This is the number of people who, theoretically have become eligible for naturalisation because they have been here for about five years but the general experience seems to be that it is about seven or eight years before immigrants finally get round to becoming naturalised.",https://historichansard.net/hofreps/1965/19650429_reps_25_hor45/#subdebate-28-0
1965-05-12,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisations. (Question No. 1018.),Mr Daly,6V4,,https://historichansard.net/hofreps/1965/19650512_reps_25_hor46/#subdebate-45-7
1965-05-12,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisation. (Question No. 1029.),Mr Collard,JZX,"If so, have the results of the survey been analysed, and has any action been taken to overcome any factors which have become apparent as impeding naturalisation?",https://historichansard.net/hofreps/1965/19650512_reps_25_hor46/#subdebate-45-8
1965-05-12,ANSWERS TO QUESTIONS UPON NOTICE: Immigration. (Question No. 1030.),Mr Collard,JZX,"When was the last occasion on which an  officer of his department made a tour of (a) the north and north-west of Western Australia, (b) the goldfields areas and (c) the south and southwest areas of the State for the purpose of discussing with migrants, local government authorities and persons interested in the integration of migrants, any problems which might arise in connection with the process of naturalisation?",https://historichansard.net/hofreps/1965/19650512_reps_25_hor46/#subdebate-45-9
1965-05-12,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisation. (Question No. 1029.),Mr Bury,JTP,Arrangements have also been made for appointment of naturalisation promotion officers in New South Wales and Victoria.,https://historichansard.net/hofreps/1965/19650512_reps_25_hor46/#subdebate-45-8
1965-05-12,ANSWERS TO QUESTIONS UPON NOTICE: Immigration. (Question No. 1030.),Mr Bury,JTP,"As well as answering inquiries and advising on matters associated with the integration of migrants or naturalisation, officers also deal with general immigration inquiries.",https://historichansard.net/hofreps/1965/19650512_reps_25_hor46/#subdebate-45-9
1965-05-13,QUESTION: ESTABLISHMENT OF COMMON MARKET BETWEEN AUSTRALIA AND NEW ZEALAND,Mr WHITLAM,6U4,We do not accept the laws of each country concerning naturalisation or the movement and integration of our island wards.,https://historichansard.net/hofreps/1965/19650513_reps_25_hor46/#subdebate-34-0
1965-05-18,QUESTION: NATURALISATION,Mr STOKES,KVG,"I refer to the application for naturalisation - form N6 - which, although it has been commendably streamlined, omits to say where it should be sent.",https://historichansard.net/hofreps/1965/19650518_reps_25_hor46/#subdebate-7-0
1965-05-18,ANSWERS TO QUESTIONS UPON NOTICE: Restrictive Trade Practices. (Question No. 903.),Mr Holten,KHS,,https://historichansard.net/hofreps/1965/19650518_reps_25_hor46/#subdebate-39-9
1965-05-18,ANSWERS TO QUESTIONS UPON NOTICE: Restrictive Trade Practices. (Question No. 903.),Mr Bury,JTP,The following table shows the estimated percentage of persons of each nationality eligible for naturalisation who have not applied -,https://historichansard.net/hofreps/1965/19650518_reps_25_hor46/#subdebate-39-9
1965-05-20,GRIEVANCE DEBATE,Mr DEVINE,KCI,,https://historichansard.net/hofreps/1965/19650520_reps_25_hor46/#debate-25
1965-05-20,ANSWERS TO QUESTIONS UPON NOTICE: Travel Between Australia and New Zealand. (Question No. 950.),Mr Bury,JTP,,https://historichansard.net/hofreps/1965/19650520_reps_25_hor46/#subdebate-39-2
1965-05-24,COMMONWEALTH ELECTORAL BILL 1965: Second Reading,Mr PETERS,KXZ,I have suggested to the Minister for Immigration  (Mr. Opperman)  that at every naturalisation ceremony the Government should have enrolment forms that should be filled in immediately by people after they are naturalised.,https://historichansard.net/hofreps/1965/19650524_reps_25_hor46/#subdebate-39-0
1965-05-24,COMMONWEALTH ELECTORAL BILL 1965: Second Reading,Mr DEVINE,KCI,"At the present time approximately 250,000 migrants are eligible for naturalisation but have not been naturalised and therefore are not entitled to vote.",https://historichansard.net/hofreps/1965/19650524_reps_25_hor46/#subdebate-39-0
1965-05-24,COMMONWEALTH ELECTORAL BILL 1965,Mr CONNOR,K0O,,https://historichansard.net/hofreps/1965/19650524_reps_25_hor46/#debate-44
1965-05-24,COMMONWEALTH ELECTORAL BILL 1965,Mr WHITLAM,6U4,,https://historichansard.net/hofreps/1965/19650524_reps_25_hor46/#debate-44
1965-05-24,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisation. (Question No. 1089.),Mr Jones,KDV,"How many applications for naturalisation have been rejected annually since 1946, and what ""were the reasons for rejection grouped under headings such as security, education, &amp;c?",https://historichansard.net/hofreps/1965/19650524_reps_25_hor46/#subdebate-49-24
1965-05-24,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisation. (Question No. 1090.),Mr Bury,JTP,"However, migrants from some countries still retain their original nationality after naturalisation in Australia.",https://historichansard.net/hofreps/1965/19650524_reps_25_hor46/#subdebate-49-7
1965-05-24,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisation. (Question No. 1089.),Mr Bury,JTP,(a) Figures showing the number of applications for naturalisation rejected or deferred are available as from 1st January 1949.,https://historichansard.net/hofreps/1965/19650524_reps_25_hor46/#subdebate-49-24
1965-05-26,DEFENCE BILL 1965,Mr DALY,6V4,Perhaps if it was not immediately upon the expiration of the period of residence required to qualify for naturalisation it could be some lengthier period.,https://historichansard.net/hofreps/1965/19650526_reps_25_hor46/#debate-0
1965-08-24,LOAN (HOUSING) BOLL 1965: Second Reading,Mr CREAN,JAG,,https://historichansard.net/hofreps/1965/19650824_reps_25_hor47/#subdebate-31-0
1965-08-31,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisation. (Question No. 1130.),Mr Webb,KXI,,https://historichansard.net/hofreps/1965/19650831_reps_25_hor47/#subdebate-34-3
1965-08-31,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisation. (Question No. 1157.),Mr Peters,KXZ,"Is it a fact that there are 17,000 migrants in Australia who have been refused naturalisation?",https://historichansard.net/hofreps/1965/19650831_reps_25_hor47/#subdebate-34-7
1965-08-31,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisation. (Question No. 1130.),Mr Opperman,KMB,"Display posters and information leaflets on the subject of naturalisation are distributed to migrants through Post Offices, Offices of the Department of Labour and National Service, various State Government offices, local government offices, banks, Good Neighbour Council offices, and places  of  employment throughout Australia.",https://historichansard.net/hofreps/1965/19650831_reps_25_hor47/#subdebate-34-3
1965-08-31,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisation. (Question No. 1157.),Mr Opperman,KMB,"Display posters and information leaflets on the subject of naturalisation are distributed to migrants through Post Offices, Offices of the Department of Labour and National Service, various State Government offices, local government offices', banks, Good Neighbour Council offices and places of employment throughout Australia.",https://historichansard.net/hofreps/1965/19650831_reps_25_hor47/#subdebate-34-7
1965-09-01,QUESTION: NATURALISATION OF IMMIGRANTS,Mr TURNBULL,KWP,I address to the Minister for Immigration a question relating to the number of migrants in Australia who have not yet applied for naturalisation.,https://historichansard.net/hofreps/1965/19650901_reps_25_hor47/#subdebate-6-0
1965-09-01,QUESTION: NATURALISATION OF IMMIGRANTS,Mr OPPERMAN,KMB,"The Department sends representatives to factories where migrants are employed, and in every way possible we are trying to bring to the notice of migrants the benefits of naturalisation in this country.",https://historichansard.net/hofreps/1965/19650901_reps_25_hor47/#subdebate-6-0
1965-09-23,QUESTION: APPEALS TO PRIVY COUNCIL,Mr CONNOR,K0O,"While I have been able to interpret readily to candidates for naturalisation the special status of the monarch as Queen of Australia, I have received constant criticism and objections from them to the special powers of the Privy Council.",https://historichansard.net/hofreps/1965/19650923_reps_25_hor47/#subdebate-29-0
1965-10-21,QUESTION: IMMIGRATION,Mr BARNARD,JO8,I ask the Minister for Immigration: When is a decision to be made  concerning the elimination of the oath of renunciation from naturalisation ceremonies?,https://historichansard.net/hofreps/1965/19651021_reps_25_hor48/#subdebate-17-0
1965-10-26,APPROPRIATION BILL (No. 1) 1965-66,Mr DALY,6V4,I introduce it only to show that the problem of naturalisation of aliens in Australia is not of a magnitude that compares unfavorably with the situation in other countries.,https://historichansard.net/hofreps/1965/19651026_reps_25_hor48/#debate-32
1965-10-26,APPROPRIATION BILL (No. 1) 1965-66,Mr JONES,KDV,I pass very quickly over the other benefits that derive from naturalisation.,https://historichansard.net/hofreps/1965/19651026_reps_25_hor48/#debate-32
1965-10-26,APPROPRIATION BILL (No. 1) 1965-66,Mr BARNARD,JO8,The main point advanced by the Opposition during this debate relates to people who have been refused naturalisation.,https://historichansard.net/hofreps/1965/19651026_reps_25_hor48/#debate-32
1965-10-26,APPROPRIATION BILL (No. 1) 1965-66,Mr PETTITT,KY7,"One of our main problems, and  one  that has been much discussed in the Press of late, is that of naturalisation, of persuading our immigrants to become Australian citizens.",https://historichansard.net/hofreps/1965/19651026_reps_25_hor48/#debate-32
1965-10-26,APPROPRIATION BILL (No. 1) 1965-66,Mr JAMES,KJO, I am well aware of how unpleasant it is for migrants to have to renounce their former allegiance when seeking naturalisation.,https://historichansard.net/hofreps/1965/19651026_reps_25_hor48/#debate-32
1965-10-26,APPROPRIATION BILL (No. 1) 1965-66,Mr OPPERMAN,KMB,The honorable member for Bass also referred to the number of migrants who were applying for naturalisation.,https://historichansard.net/hofreps/1965/19651026_reps_25_hor48/#debate-32
1965-11-09,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisations. (Question No. 1392.),Mr Daly,6V4,How many persons who are eligible for naturalisation are unnaturalised at this date?,https://historichansard.net/hofreps/1965/19651109_reps_25_hor48/#subdebate-26-21
1965-11-09,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisations. (Question No. 1392.),Mr Opperman,KMB,"It is estimated that as at 30th June 196S, 192,000 persons, over the age of sixteen years, were eligible to apply for naturalisation but had not lodged applications.",https://historichansard.net/hofreps/1965/19651109_reps_25_hor48/#subdebate-26-21
1965-11-17,QUESTION: IMMIGRATION,Mr COLLARD,JZX,"Have some applications for naturalisation been rejected on the ground that the applicants, for some reason, were not considered to be suitable persons to become Australian citizens?",https://historichansard.net/hofreps/1965/19651117_reps_25_hor49/#subdebate-20-0
1965-11-17,QUESTION: IMMIGRATION,Mr OPPERMAN,KMB,"From time to time, applications for naturalisation are refused on the ground that, for reasons of character  or otherwise, the applicant is not suitable to be an Australian citizen.",https://historichansard.net/hofreps/1965/19651117_reps_25_hor49/#subdebate-20-0
1965-11-23,CONSTITUTION ALTERATION (PARLIAMENT) BILL 1965: Second Reading,Mr CALWELL,BV8,,https://historichansard.net/hofreps/1965/19651123_reps_25_hor49/#subdebate-39-0
1965-11-23,CONSTITUTION ALTERATION (REPEAL OF SECTION 127) BILL 1965: Second Reading,Mr SPEAKER,10000,,https://historichansard.net/hofreps/1965/19651123_reps_25_hor49/#subdebate-40-0
1965-12-02,QUESTION: NATIONAL SERVICE TRAINING,Mr BIRRELL,JPJ,,https://historichansard.net/hofreps/1965/19651202_reps_25_hor49/#subdebate-1-0
1965-12-02,QUESTION: NATIONAL SERVICE TRAINING,Mr McMAHON,009MA,,https://historichansard.net/hofreps/1965/19651202_reps_25_hor49/#subdebate-1-0
1965-12-02,TEMPLE SOCIETY TRUST FUND BILL 1965: Second Reading,Mr OPPERMAN,KMB,,https://historichansard.net/hofreps/1965/19651202_reps_25_hor49/#subdebate-29-0
1965-12-02,TRADE PRACTICES BILL 1965,The CHAIRMAN (Mr Lucock,KIH,"Referring to the fact that the rules of the particular trade association there involved made a migrant to Australia ineligible for membership until 10 years after naturalisation,  His  Honour said "" A migrant to this country is eligible to become Prime Minister the day after he is naturalised, and can get himself elected.",https://historichansard.net/hofreps/1965/19651202_reps_25_hor49/#debate-30
1965-12-03,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisation. (Question No. 1478.),Mr Collard,JZX,How many persons who applied for naturalisation during the past five years have had their applications permanently refused on the grounds of unsuitability?,https://historichansard.net/hofreps/1965/19651203_reps_25_hor49/#subdebate-31-1
1965-12-03,ANSWERS TO QUESTIONS UPON NOTICE: Naturalisation. (Question No. 1478.),Mr Opperman,KMB,"The Department of Immigration maintains statistics to show the number of applications for naturalisation which are not approved, but separate figures are not kept to show whether such applications are rejected or are deferred for a period.",https://historichansard.net/hofreps/1965/19651203_reps_25_hor49/#subdebate-31-1
1965-12-07,QUESTION: NATURALISATION CEREMONIES,Mr FOX,JWI,"By way of preface to a question to the Minister for Immigration I should like to refer to a recent newspaper article which stated that as a means of encouraging migrants to become naturalised citizens the Department of Immigration in Melbourne, in co-operation with a suburban council, made two of its officers available at a local hall on a recent Friday night and Saturday morning for the purpose of naturalising migrants who feared the formality of a normal naturalisation ceremony.",https://historichansard.net/hofreps/1965/19651207_reps_25_hor49/#subdebate-1-0
1965-12-07,QUESTION: NATURALISATION CEREMONIES,Mr OPPERMAN,KMB,-I am aware of the plans that are being made in an endeavour to make naturalisation procedures easier for migrants.,https://historichansard.net/hofreps/1965/19651207_reps_25_hor49/#subdebate-1-0
1965-12-09,NAURU BILL 1965: Second Reading,Mr BRYANT,JSU,So a total of 576 have been resident on the Island for a period long enough for them to have qualified for naturalisation had they been in Australia.,https://historichansard.net/hofreps/1965/19651209_reps_25_hor49/#subdebate-33-0
1965-12-09,TEMPLE SOCIETY TRUST FUND BILL 1965: Second Reading,Mr DALY,6V4,,https://historichansard.net/hofreps/1965/19651209_reps_25_hor49/#subdebate-35-0
1966-03-09,QUESTION: IMMIGRATION,Mr OPPERMAN,KMB,,https://historichansard.net/hofreps/1966/19660309_reps_25_hor50/#subdebate-2-0
1966-03-09,IMMIGRATION: Ministerial Statement,Mr OPPERMAN,KMB,,https://historichansard.net/hofreps/1966/19660309_reps_25_hor50/#subdebate-23-0
1966-03-10,CONSTITUTION ALTERATION (ABORIGINES) BILL 1966: Second Reading,Mr WENTWORTH,DB6,"Sub-section (xxvi) is not operative but there are other sub-sections which would be operative: sub-section (xix) - naturalisation and aliens; sub-sections (xxvii) - immigration and emigration; sub-section (xxix) - external affairs, with the treaty making powers; subsection (xxx) - relations with the islands of the Pacific.",https://historichansard.net/hofreps/1966/19660310_reps_25_hor50/#subdebate-27-0
1966-03-16,QUESTION: NATIONAL SERVICE TRAINING,Mr BIRRELL,JPJ,,https://historichansard.net/hofreps/1966/19660316_reps_25_hor50/#subdebate-6-0
1966-03-16,GOVERNMENT POLICY: Ministerial Statement,Mr HOLTEN,KHS,,https://historichansard.net/hofreps/1966/19660316_reps_25_hor50/#subdebate-27-0
1966-03-17,GOVERNMENT POLICY: Ministerial Statement,Mr SPEAKER,10000,The Government has announced that non-Europeans in this country may apply for naturalisation after five years residence.,https://historichansard.net/hofreps/1966/19660317_reps_25_hor50/#subdebate-27-0
1966-03-24,IMMIGRATION: Dr. King Makes Plea for Non Violence,Mr DRURY,KCU,"These include 16,200 who are Australian citizens - 10,800 by birth and 5,400 by naturalisation or registration - and 4,200 others who already have resident status but have either not sought or qualified for citizenship.",https://historichansard.net/hofreps/1966/19660324_reps_25_hor50/#subdebate-24-1
1966-03-24,IMMIGRATION: Dr. King Makes Plea for Non Violence,Mr COLLARD,JZX,"Before moving on to that, however, I would like to ask the Minister whether the period in which a non-European was resident in Australia under a system of indentured labour would count as residence for naturalisation purposes, or whether the qualifying period would commence only from the time at which such a person's contract or indenture period expired and he had elected and been given permission to stay in Australia.",https://historichansard.net/hofreps/1966/19660324_reps_25_hor50/#subdebate-24-1
1966-03-24,IMMIGRATION: Dr. King Makes Plea for Non Violence,Mr KING,KET,It is pleasant to be able to speak on immigration at naturalisation ceremonies and elsewhere knowing that the three political parties represented in this House are generally in agreement on the subject.,https://historichansard.net/hofreps/1966/19660324_reps_25_hor50/#subdebate-24-1
1966-03-24,IMMIGRATION: Ministerial Statement,Mr JONES,KDV,I join with him in his decision to reduce the time for naturalisation from 15 to 5 years.,https://historichansard.net/hofreps/1966/19660324_reps_25_hor50/#subdebate-24-0
1966-03-24,IMMIGRATION: Dr. King Makes Plea for Non Violence,Mr L R JOHNSON,K9M,,https://historichansard.net/hofreps/1966/19660324_reps_25_hor50/#subdebate-24-1
1966-03-24,IMMIGRATION: Dr. King Makes Plea for Non Violence,Mr CLEAVER,JYO,There is a place for them within our naturalisation programme.,https://historichansard.net/hofreps/1966/19660324_reps_25_hor50/#subdebate-24-1
1966-03-24,IMMIGRATION: Dr. King Makes Plea for Non Violence,Mr BEAZLEY,JF7,"Insofar as it accelerates the processes of naturalisation from 15 years residence to five years, it ends some old injustices.",https://historichansard.net/hofreps/1966/19660324_reps_25_hor50/#subdebate-24-1
1966-03-24,IMMIGRATION: Ministerial Statement,Mr FOX,JWI,"I know that there are many people of nonEuropean origin who have been living in Australia for 10 years or 12 years and who have had very real fears that a change of government might result in a change of policy and that they might not have the opportunity, even at the end of 15 years' residence, to apply for naturalisation, after working hard to establish themselves here.",https://historichansard.net/hofreps/1966/19660324_reps_25_hor50/#subdebate-26-0
1966-03-29,IMMIGRATION: Ministerial Statement,Sir Wilfrid Kent Hughes,KEE,,https://historichansard.net/hofreps/1966/19660329_reps_25_hor50/#subdebate-19-0
1966-03-29,IMMIGRATION: Ministerial Statement,Mr DEPUTY SPEAKER (Mr Mackinnon,KKU,The length of stay that will qualify them for naturalisation is now to be reduced from I 5 years to 5.,https://historichansard.net/hofreps/1966/19660329_reps_25_hor50/#subdebate-19-0
1966-03-29,IMMIGRATION: Ministerial Statement,Mr OPPERMAN,KMB,"One of the reasons for the quality of the debate was that many who took part in it show their interest in the subject, year in and year out, in various ways - through their contributions to the study undertaken by Government and ' Opposition committees, by participating regularly in the Citizenship Convention,' by assisting migrants in their constituencies, by encouraging naturalisation and so on.",https://historichansard.net/hofreps/1966/19660329_reps_25_hor50/#subdebate-19-0
