date,debate,speaker,speaker_id,context,speech_url
1908-10-13,DEFENCE BILL: Second Reading,Mr EWING,KDR,Nothing could be more subversive of discipline than such a procedure.,https://historichansard.net/hofreps/1908/19081013_reps_3_47/#subdebate-12-0
1908-11-26,STRAIGHT AUSTRALIAN,Sir JOHN FORREST,KFJ,"I would rather have the party where it is, but it seems to me to be subversive of constitutional principles that a party of twenty-seven should take office unless it has assured promises of support that will enable it to carry on.",https://historichansard.net/hofreps/1908/19081126_reps_3_48/#debate-6
1909-05-27,ADJOURNMENT,Mr J H CATTS,JWO,"But the great objection I have to Royalty is that  Mr. Labouchere  raised to it the other day - that it has such a tendency to the creation of social servility, that it tends to set up orders of being in the State, different castes and gradations in society, and all that kind of thing which is subversive of the great intelligence and education of our time.",https://historichansard.net/hofreps/1909/19090527_reps_3_49/#debate-6
1909-06-25,QUESTION: MOTION OF WANT OF CONFIDENCE,Mr JOHNSON,K99,It seems to me to have been subversive of the public interest.,https://historichansard.net/hofreps/1909/19090625_reps_3_49/#subdebate-1-0
1909-07-20,QUESTION: POSTMASTER-GENERAL'S DEPARTMENT,Sir JOHN QUICK,KYJ,"Action was taken as indicated in one instance where a circular containing matter considered subversive of discipline was posted in one of the Exchanges, and was then removed by the officer in charge of the Exchange and referred to the Sydney Head Office for directions.",https://historichansard.net/hofreps/1909/19090720_reps_3_50/#subdebate-8-0
1909-10-19,DEFENCE BILL,Mr KELLY,KEA,"After listening to it, I have come to the conclusion that the power to raise volunteers, while a power that would probably be subversive of efficiency if exercised in ordinary normal times, might he one which the Minister of Defence would desire to retain in view of some grave emergency such as war.",https://historichansard.net/hofreps/1909/19091019_reps_3_52/#debate-13
1910-07-19,SURPLUS REVENUE BILL: Second Reading,Mr W ELLIOT JOHNSON,K99,It is utterly subversive of all ideas of responsible democratic government.,https://historichansard.net/hofreps/1910/19100719_reps_4_55/#subdebate-17-0
1910-08-24,AUSTRALIAN NOTES BILL,Mr KELLY,KEA,"Not only is it a dishonest procedure to raise money without interest, and pretend that you are against the raising of loans, but it is subversive of all sound finance.",https://historichansard.net/hofreps/1910/19100824_reps_4_56/#debate-6
1910-09-21,TRUST FUND ADVANCES BILL,Mr KELLY,KEA,"This is a revolutionary project, subversive of all sound finance.",https://historichansard.net/hofreps/1910/19100921_reps_4_57/#debate-5
1910-09-22,LAND TAX ASSESSMENT BILL,Mr KELLY,KEA,"Apparently he is, but I wish to warn honorable members that, if this step is taken, it .will be subversive of the best interests of the Commonwealth.",https://historichansard.net/hofreps/1910/19100922_reps_4_57/#debate-9
1910-10-27,CONSTITUTION ALTERATION (LEGISLATIVE POWERS) BILL,Sir JOHN FORREST,KFJ,"Such legislation must prove subversive of all discipline; and it is hard to conceive any reason why a Parliament like this, composed of members from all parts of Australia, should arrogate to itself the fixing of wages and working conditions of persons employed by the States.",https://historichansard.net/hofreps/1910/19101027_reps_4_58/#debate-7
1910-11-03,CONSTITUTION ALTERATION (MONOPOLIES) BILL,Mr SAMPSON,L0P,I would ask the Postmaster-General whether he does not think that the continuance of such a practice is likely to be subversive of discipline in the Department?,https://historichansard.net/hofreps/1910/19101103_reps_4_59/#debate-4
1911-09-29,QUESTION: PREFERENCE TO UNIONISTS,Mr HIGGS,KHE,"The honorable member for Flinders said last night that the action of the Government was subversive of British traditions, but what did he mean by that?",https://historichansard.net/hofreps/1911/19110929_reps_4_60/#subdebate-0-0
1911-10-19,NEW SOUTH WALES CADETS,Mr RYRIE,L0I,"If  Major Wynne  has clone anything subversive of discipline, he can be dealt with.",https://historichansard.net/hofreps/1911/19111019_reps_4_61/#debate-10
1911-12-04,ARBITRATION (PUBLIC SERVICE) BILL,Mr PALMER,KXP,"The Military and Naval Forces are excepted, because to every thinking man it must be clear that to allow them to appeal to the Arbitration Court would be subversive of all discipline.",https://historichansard.net/hofreps/1911/19111204_reps_4_62/#debate-5
1911-12-05,ELECTORAL BILL: Second Reading,Mr GORDON,KCP,"I notice that  Mr. Justice  Higgins, in referring to a similar enactment, described it as "" being subversive of the first principles of justice.""",https://historichansard.net/hofreps/1911/19111205_reps_4_63/#subdebate-12-0
1911-12-07,ELECTORAL BILL: Second Reading,Mr RYRIE,L0I,But it is not at all necessary that we should include in the Electoral Bill any clause which is subversive of the first principles of British justice.,https://historichansard.net/hofreps/1911/19111207_reps_4_63/#subdebate-13-0
1911-12-07,ELECTORAL BILL: Second Reading,Sir ROBERT BEST,JPC,"In my opinion, the provision is an unfair one, and subversive of the principles of British justice.",https://historichansard.net/hofreps/1911/19111207_reps_4_63/#subdebate-13-0
1911-12-19,ELECTORAL BILL,Mr CARR,JWC,"The signing of articles is, in my opinion, subversive of the liberty of the press.",https://historichansard.net/hofreps/1911/19111219_reps_4_63/#debate-16
1912-09-18,QUESTION: NAVAL COLLEGE,Mr RYRIE,L0I,This state of affairs is subversive to all discipline.,https://historichansard.net/hofreps/1912/19120918_reps_4_66/#subdebate-3-0
1912-09-18,QUESTION: NAVAL COLLEGE,Mr JOSEPH COOK,F4S,"If the honorable member knows anything at all about the matter, he knows that nothing is more subversive of discipline and authority than that a man should not have the requisite uniform when dealing with lads who- have uniforms.",https://historichansard.net/hofreps/1912/19120918_reps_4_66/#subdebate-3-0
1912-11-13,QUESTION: ESTIMATES,Mr KELLY,KEA,"If no allowance is made, quorum  after quorum may be called for, and an honorable member may be denied the opportunity of addressing himself to the Committee, and I contend that that would be subversive of the very principle underlying the standing order.",https://historichansard.net/hofreps/1912/19121113_reps_4_68/#subdebate-13-0
1912-11-27,CONSTITUTION ALTERATION (TRADE AND COMMERCE) BILL: Second Reading,Mr W H IRVINE,KJE,"France, from the theoretical point of view, has said almost the last word in Democracy ; but political contentment has not resulted, and Socialist and syndicalist movements subversive of all constitutional principles threaten the national stability.",https://historichansard.net/hofreps/1912/19121127_reps_4_68/#subdebate-6-0
1912-12-02,CONSTITUTION ALTERATION (TRADE AND COMMERCE) BILL: Second Reading,Mr SPEAKER,10000,"That, in the opinion of this branch, the time has arrived when a demand should be made by all Democrats that State Parliaments and the present method of appointing State Governors be abolished, as our present method of government is too cumbersome, and is, consequently, subversive of the best interests of Democracy ; and, further, the question of Unification in a modified form should be made a leading question at the next State Labour Conference.",https://historichansard.net/hofreps/1912/19121202_reps_4_68/#subdebate-7-0
1913-09-17,ELECTORAL BILL: Second Reading,Mr FISHER,F4N,One of the States has abandoned it because it was found to be absolutely subversive of individual freedom.,https://historichansard.net/hofreps/1913/19130917_reps_5_70/#subdebate-16-0
1913-11-11,PRIVILEGE: Opposition Members. - Oh!,Mr FISHER,F4N,It is subversive of the principles of representative and responsible government.,https://historichansard.net/hofreps/1913/19131111_reps_5_71/#subdebate-0-7
1913-12-04,BUDGET,Mr FINLAYSON,KEX,"Apart altogether from trade and defence, it seems to me that if we are wishful to build up a national sentiment in Australia, and break down the Inter-State prejudices that are so foolish and so subversive of national sentiment, we should establish a uniform gauge, which, at any rate, will be one link, and a strong one, in bringing the people into closer touch.",https://historichansard.net/hofreps/1913/19131204_reps_5_72/#debate-10
1914-05-06,DAYS OF MEETING,Mr J H CATTS,JWO,"That the resolution of this House of the 11th November, 1913 - ""That the honorable member for Ballarat be suspended from the service of this House for the remainder of the session, unless lie sooner unreservedly retracts the words uttered by him at Ballarat on Sunday, the ,)tb November, and reflecting on  Mr. Speaker,  and apologizes to the House "" - bc expunged from the journals of this House, as being subversive of thu right of an honorable member to freely address his constituents.",https://historichansard.net/hofreps/1914/19140506_reps_5_73/#debate-4
1914-05-15,GOVERNMENT PREFERENCE PROHIBITION BILL: Second Reading,Mr FISHER,F4N,"I have already said that the proposal of Ministers is not put forward to solve a deadlock or remove a difficulty between the two Houses, but is to create one, and is therefore subversive of the principles of government.",https://historichansard.net/hofreps/1914/19140515_reps_5_73/#subdebate-30-0
1914-06-26,ADJOURNMENT: Punishment of Cadets - End of Session - Private Members' Business - Inter-State Commission: Evidence,Dr MALONEY,KLM,"That the resolution of this House of the 11th November, 1913- "" That the honorable member for Ballarat be suspended from the service of this House for the remainder of the session, unless he sooner unreservedly retracts the words uttered by him at Ballarat, on Sunday, the 9th November, and reflecting on  Mr. Speaker,  and apologizes to the House ""-be expunged from the Journals of this House, as being subversive of the right of an honorable member to freely address his constituents.",https://historichansard.net/hofreps/1914/19140626_reps_5_74/#subdebate-21-0
1915-04-28,QUESTION: NON-PRODUCTION OF DOCUMENTS IN COURT,Mr MASSY-GREENE,KNF,"Does the Minister think that his action in so doing was ""subversive of the public interests""; and, if so, why?",https://historichansard.net/hofreps/1915/19150428_reps_6_76/#subdebate-22-0
1915-04-29,PAPERS,Mr THOMAS,K8L,"72,"" be expunged from the journals of this House, as being subversive of the rights of the whole body of electors of this Kingdom.",https://historichansard.net/hofreps/1915/19150429_reps_6_76/#debate-18
1915-06-30,"QUESTION: ESTIMATES, 1914-15",Mr J II CATTS,JWO,The whole system is subversive of justice.,https://historichansard.net/hofreps/1915/19150630_reps_6_77/#subdebate-32-0
1915-08-11,QUESTION: FEDERAL CAPITAL WORKS,Mr RODGERS,KZT,"My second reason for opposing the agreement is that in selecting two favoured firms to the entire exclusion of their trade competitors, the AttorneyGeneral has taken a course which I believe to be subversive of public policy and detrimental to the best interests of the community.",https://historichansard.net/hofreps/1915/19150811_reps_6_78/#subdebate-11-0
1915-09-09,CONCILIATION AND ARBITRATION BILL (No. 3): Second Reading,Mr PALMER,KXP,"The boycott is used to force men into the union, and then their influence in the union is to be utilized for a purpose subversive of the best interests of the country.",https://historichansard.net/hofreps/1915/19150909_reps_6_78/#subdebate-29-0
1916-09-28,SUPPLY (WORKS AND BUILDINGS) BILL (No. 2) 1916-17,Mr CARR,JWC,I repeat that the conduct of these gentlemen is subversive of good government.,https://historichansard.net/hofreps/1916/19160928_reps_6_80/#debate-26
1916-12-01,MOTION OF WANT OF CONFIDENCE: War Precautions (Referendum) Regulations,Mr WATT,KXG,"From some points of view, that is his own business; but individual members of Parliament have only this opportunity of saying that they regard his action as an impropriety, subversive of the solemnity, and dignity, and effect of the oath one takes to one's country on assuming Executive office.",https://historichansard.net/hofreps/1916/19161201_reps_6_80/#subdebate-15-1
1917-02-28,POSTPONEMENT OF PARLIAMENTARY ELECTIONS: Lynch,Mr PARKER MOLONEY,L4X,"In my opinion, such combinations are generally immoral, rarely expedient, and always1 subversive of the principles of representative government.",https://historichansard.net/hofreps/1917/19170228_reps_6_81/#subdebate-25-1
1917-03-15,PERSONAL EXPLANATION,Mr PARKER MOLONEY,L4X,"In my opinion, such combinations arc generally immoral, rarely expedient, and always subversive of the principles of representative government.",https://historichansard.net/hofreps/1917/19170315_reps_6_81/#debate-25
1917-08-16,QUESTION: EASTERN TRADE,Mr YATES,L1T,"Perhaps the more genuine the soldier, the less the respect; but' I venture to suggest that such' tactics are not only discreditable and dishonorable, but are subversive of a policy for winning the war.",https://historichansard.net/hofreps/1917/19170816_reps_7_82/#subdebate-31-0
1917-09-06,QUESTION: POWERS OF CHAIRMAN OF COMMITTEES,Mr LAMOND,KZC,The doctrines that these men are preaching incessantly throughout the Labour movement are doctrines entirely subversive of all human intercourse.,https://historichansard.net/hofreps/1917/19170906_reps_7_83/#subdebate-2-0
1918-05-15,INCOME TAX ASSESSMENT BILL,Mr LYNCH,KIL,"We should set ourselves to correct these anomalies in a reasonable spirit, and without opening the door to anything that would be subversive of the best interests of the country.",https://historichansard.net/hofreps/1918/19180515_reps_7_84/#debate-39
1918-12-20,WAR SERVICE HOMES BILL: Second Reading,Mr BRENNAN,JSC,"Yet we are extending that system by means of this Bill ; and I desire to place on record my protest, because I think it is subversive of the best interests of any Department that its officers should be appointed by any one man without any guarantee of their special qualifications,- or that .the appointments are made without any fear or favour to any individual or class of individuals in the community.",https://historichansard.net/hofreps/1918/19181220_reps_7_88/#subdebate-51-0
1919-09-11,SUPPLY BILL (No. 2) 1919-20,Mr ELLIOT JOHNSON,K99,"This would be subversive of discipline and authority, and, moreover, the temporary Presiding Officers of Parliament could not in the nature of things be expected to have personal knowledge of the work and circumstances associated, therewith: of every individual employee of the establishment.",https://historichansard.net/hofreps/1919/19190911_reps_7_89/#debate-31
1920-09-16,PAPERS,Mr HECTOR LAMOND,KZC,"Nothing could be more degrading to Parliament, or more subversive of the proper administration of justice than that counsel, being members of Parliament, should be able to prejudice the case before it is heard in tie Court.",https://historichansard.net/hofreps/1920/19200916_reps_8_93/#debate-6
1920-11-11,PRIVILEGE: Secretary,Mr SPEAKER,10000,"But the great objection I have to Royalty is that  Mr. Labouchere  raised to it the other day - that it has such a tendency to the creation of social servility that it tends to set up orders of being in the State, different castes and gradations in society, and all that kind of thing, which is subversive of the great intelligence and education of our time.",https://historichansard.net/hofreps/1920/19201111_reps_8_94/#subdebate-6-2
1920-11-24,WAR PRECAUTIONS ACT REPEAL BILL,Mr HECTOR LAMOND,KZC,"Under the English Act, the offence is the doing of something subversive of the Government and Constitution of the realm.",https://historichansard.net/hofreps/1920/19201124_reps_8_94/#debate-14
1921-04-22,"PERSONAL EXPLANATIONS: Sydney, 12th December, 1881",Mr BRENNAN,JSC,"I acquit him of personal corruption, but nothing more subversive of the public interest than that groups of moneyed men should get together and reward any honorable member for his conduct of the business of the House or for anything of a public nature that he has done outside the House.",https://historichansard.net/hofreps/1921/19210422_reps_8_95/#subdebate-8-1
1923-03-02,QUESTION: THE WASHINGTON TREATY,Mr FORDE,F4U,"The  Age,  which is not a Labour newspaper, found every reason for commenting on the manner in which the ex-Prime Minister was bending to dictation from outside, and I give the journal credit for being courageous enough ""to condemn actions so subversive of proper government What was applicable to the late Administration so far as outside domination from the "" money  bags  "" is concerned, is equally applicable to the present Government.",https://historichansard.net/hofreps/1923/19230302_reps_9_102/#subdebate-1-0
1923-03-07,SENDING FOR BRUCE: Answer .  - Yes,Mr LATHAM,KZO,"The system of making agreements with sections of the public in private and then subsequently submitting to Parliament an agreement with the force of the Government behind it is, I submit, subversive of all sound principles of.",https://historichansard.net/hofreps/1923/19230307_reps_9_102/#subdebate-3-1
1924-10-02,QUESTION: WHAT OUR INDUSTRY NEEDS,Mr YATES,L1T,This remission of duty is subversive of the protective policy adopted by the people of Australia.,https://historichansard.net/hofreps/1924/19241002_reps_9_109/#subdebate-14-0
1924-10-07,PRIME MINISTER'S DEPARTMENT: Knowledge of European Languages,Mr A GREEN,KF9,This  bill is subversive of every principle of arbitration.,https://historichansard.net/hofreps/1924/19241007_reps_9_109/#subdebate-27-2
1925-06-17,CONSTRUCTION OF CRUISERS: Motion of Censure,Mr SPEAKER,10000,"The settled policy of this country is  protection  and the building-up of secondary industries, and any action calculated to be subversive to that policy is likely to cause irritation.",https://historichansard.net/hofreps/1925/19250617_reps_9_110/#subdebate-2-0
1925-07-01,IMMIGRATION BILL: Second Reading,Mr LATHAM,KZO,"In British law a distinction has for a long time been drawn between the mere holding of opinions which may be regarded as subversive of an existing state of society, and the incitement to acts of a revolutionary character.",https://historichansard.net/hofreps/1925/19250701_reps_9_110/#subdebate-42-0
1925-07-02,IMMIGRATION BILL: Second Reading,Mr R GREEN,KFA,"A clean-up at the Trades Hall is overdue, for the malign influence of the Soviet emissaries has prevented hundreds of studious, decent unionists from attending meetings, and the poor attendance behind the banners of the eight hour demonstrations in Sydney, Lithgow, and Bathurst were public protests against Labour being manipulated by misleaders expounding foreign dogmas subversive of Australian democratic sentiment and our social evolution in accord with natural law.",https://historichansard.net/hofreps/1925/19250702_reps_9_110/#subdebate-16-0
1925-07-15,"NAVIGATION"" BILL: Second Reading",Mr E RILEY,KYV,"This bill is not only a deadly blow at industry; it is also subversive of our ""White Australia policy.",https://historichansard.net/hofreps/1925/19250715_reps_9_110/#subdebate-37-0
1926-02-10,WHAT IS COMMUNISM?: Organizing Secretary,Mr BRENNAN,JSC,"Again, the Labour party said that the Immigration Act of 1925 was crude, foolish, and subversive of the timehonoured principles of British liberty.",https://historichansard.net/hofreps/1926/19260210_reps_10_112/#subdebate-31-8
1926-06-15,CONSTITUTION ALTERATION (ESSENTIAL SERVICES) BILL: Second Reading,Mr McGRATH,KRD,"When the right honorable member for Balaclava proposed his amendment, he declared that the handing, over to an outside authority of powers that should be exercised by this Parliament would be subversive of the authority of the national legislature, and therefore harmful to the people.",https://historichansard.net/hofreps/1926/19260615_reps_10_113/#subdebate-9-0
1927-11-24,"QUESTION: ESTIMATES,1927-28",The CHAIRMAN,10000,"The board regards the matter as of outstanding importance as bearing directly on the discipline and efficiency of the service, and as subversive of the policy of non-interference in party politics which should apply to servants of the Crown.",https://historichansard.net/hofreps/1927/19271124_reps_10_117/#subdebate-25-0
1928-05-10,REPATRIATION: Proposed Select Committee,Mr D CAMERON,JUB,Your commissioners are of opinion that it would be subversive of that judicial character for which British tribunals are renowned if partisan representatives of different bodies sat upon an appeal board.,https://historichansard.net/hofreps/1928/19280510_reps_10_118/#subdebate-27-0
1929-03-05,TRANSPORT WORKERS BILL,The CHAIRMAN,10000,It is unnecessary; it is subversive of freedom.,https://historichansard.net/hofreps/1929/19290305_reps_11_120/#debate-30
1929-03-14,SUPPLY BILL (No. 1) 1929-30: Second Reading,Mr WATKINS,KX9,"10 was read under section 43 of the Naval Discipline Act, the charge being, ""For that he then being a person subject to the Naval Discipline Act, was guilty of an act to the prejudice of good order and naval discipline in that he did type poetry, the subject matter of which is subversive to naval discipline.""",https://historichansard.net/hofreps/1929/19290314_reps_11_120/#subdebate-22-0
1929-03-22,H.M.A.S. BRISBANE: Case of Stoker W. Molineux,Mr MARR,KMW,"Stoker Molineux was charged with an offence to the prejudice of good order and naval discipline in that he did type poetry, the subject-matter of which was subversive to naval discipline.",https://historichansard.net/hofreps/1929/19290322_reps_11_120/#subdebate-68-0
1929-09-04,MARITIME INDUSTRIES BILL: Second Reading,Mr BEASLEY,JOM,"The Government is aware of this, and it should have taken proper steps to consult the workers before embarking upon the present policy, which is of a wage slashing nature and is totally subversive of the best interests of the people of this country.",https://historichansard.net/hofreps/1929/19290904_reps_11_121/#subdebate-40-0
